external_id,name,description,latitude,longitude,radius_meters,points,difficulty,active,check_in_count,length_meters,elevation_meters,image_url,source,route_json
52792,"Paulenfjellet ( Ca 9,6 km)","Parker før bommen i Kvernhusdalen. Gå grusvegen og ta til venstre etter ca 1,5 km. Følg veien forbi Kringsjå. Når du kommer over hengebroa, tar du inn stien til venstre. Følg denne til du ser Paulen gård. Passer forbi gården og så finner stien merket Slottet på motsatt side av skinnegangen til Setesdalsbanen Herfra er det bare å følge stien opp til Slottet Husmannsplass. Når du kommer opp til Slottet tar du til høyre og følger stien til Paulenfjellet",58.312422,7.957204,100,200,Krevende,True,233,4808,,https://images.trimpoeng.no/activity_external_15861115743410215.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.302748641308, ""longitude"": 7.9756190018333}, {""latitude"": 58.30332870417, ""longitude"": 7.9739758200643}, {""latitude"": 58.303343712187, ""longitude"": 7.9715986630371}, {""latitude"": 58.304190635385, ""longitude"": 7.9699629478377}, {""latitude"": 58.304906707405, ""longitude"": 7.9693447712389}, {""latitude"": 58.305968108899, ""longitude"": 7.9694211369765}, {""latitude"": 58.307011452878, ""longitude"": 7.9683897542814}, {""latitude"": 58.307759323305, ""longitude"": 7.968487596603}, {""latitude"": 58.30868111687, ""longitude"": 7.969262483582}, {""latitude"": 58.310289237389, ""longitude"": 7.969292706795}, {""latitude"": 58.310933484733, ""longitude"": 7.9697163078879}, {""latitude"": 58.311694785953, ""longitude"": 7.9705478313754}, {""latitude"": 58.313273115071, ""longitude"": 7.9708343180523}, {""latitude"": 58.313916555822, ""longitude"": 7.9715732279608}, {""latitude"": 58.314402540604, ""longitude"": 7.9708485385417}, {""latitude"": 58.314954400945, ""longitude"": 7.9704577968544}, {""latitude"": 58.315265410159, ""longitude"": 7.970605016522}, {""latitude"": 58.315645634837, ""longitude"": 7.9712476306245}, {""latitude"": 58.315850528032, ""longitude"": 7.9712691430508}, {""latitude"": 58.316040120857, ""longitude"": 7.9701619105321}, {""latitude"": 58.315821936195, ""longitude"": 7.9689599037532}, {""latitude"": 58.315902126294, ""longitude"": 7.9681423045706}, {""latitude"": 58.315719504633, ""longitude"": 7.9678374157146}, {""latitude"": 58.315340466308, ""longitude"": 7.9682635416469}, {""latitude"": 58.315232767468, ""longitude"": 7.9678358730864}, {""latitude"": 58.314922954469, ""longitude"": 7.9678412457428}, {""latitude"": 58.315311175514, ""longitude"": 7.9677906819636}, {""latitude"": 58.315454570396, ""longitude"": 7.9646071116201}, {""latitude"": 58.315149097642, ""longitude"": 7.963907792702}, {""latitude"": 58.314411594392, ""longitude"": 7.9631362249113}, {""latitude"": 58.313591332221, ""longitude"": 7.9635556567689}, {""latitude"": 58.312949353402, ""longitude"": 7.9632618038426}, {""latitude"": 58.312671036998, ""longitude"": 7.9637506003023}, {""latitude"": 58.312293404362, ""longitude"": 7.9624074457872}, {""latitude"": 58.311680933805, ""longitude"": 7.961510509989}, {""latitude"": 58.311790777148, ""longitude"": 7.961193835959}, {""latitude"": 58.31158209648, ""longitude"": 7.9606472613093}, {""latitude"": 58.310945280896, ""longitude"": 7.9611176194902}, {""latitude"": 58.310557977404, ""longitude"": 7.9618224006295}, {""latitude"": 58.310658405588, ""longitude"": 7.9609839927699}, {""latitude"": 58.309431330358, ""longitude"": 7.9618645821498}, {""latitude"": 58.308681428773, ""longitude"": 7.9614684519914}, {""latitude"": 58.308229783663, ""longitude"": 7.961778075568}, {""latitude"": 58.307811496038, ""longitude"": 7.9614298729214}, {""latitude"": 58.307512744469, ""longitude"": 7.9617155478679}, {""latitude"": 58.307126124493, ""longitude"": 7.9615148477621}, {""latitude"": 58.30693903768, ""longitude"": 7.9610886371423}, {""latitude"": 58.306309831067, ""longitude"": 7.9612443554408}, {""latitude"": 58.305870846761, ""longitude"": 7.9609739637869}, {""latitude"": 58.305332916463, ""longitude"": 7.9610829768272}, {""latitude"": 58.304985586458, ""longitude"": 7.9607868492553}, {""latitude"": 58.304697273593, ""longitude"": 7.9598004297221}, {""latitude"": 58.304901517909, ""longitude"": 7.9590034841182}, {""latitude"": 58.305438816761, ""longitude"": 7.9586094410918}, {""latitude"": 58.306098580893, ""longitude"": 7.9573404671666}, {""latitude"": 58.306724398003, ""longitude"": 7.9571843533998}, {""latitude"": 58.307910430502, ""longitude"": 7.9564188183028}, {""latitude"": 58.308854646935, ""longitude"": 7.9560917492955}, {""latitude"": 58.309560063006, ""longitude"": 7.9560283315819}, {""latitude"": 58.310803003192, ""longitude"": 7.9565425538468}, {""latitude"": 58.31114786928, ""longitude"": 7.9565334389643}, {""latitude"": 58.311817406496, ""longitude"": 7.9572986969704}, {""latitude"": 58.31236012896277, ""longitude"": 7.957340864766942}]"
52793,Brennevinsknipen,"Brennevinsknipen. OBS. Parkering er på oversiden av bommen. En enkel og relativ kort tur, men som ender opp med en formidabel utsikt. Turen starter innerst i bunnen av Moskedalen. Følg dårlig traktorvei mot Svarttjønn. Hold til høyre og følg sti på sørvest siden av tjønna. Turen går i lett myrterreng, før den plutselig stiger litt bratt opp mot toppen av Brennevinsknipen. Nydelig sti i flott, gammel blandingsskog. Legg spesielt merke til samling av stein på venstre side av stien, like før toppen. Dette er faktisk ei grav fra Vikingetiden. På toppen nytes en fantastisk utsikt over havet i sør, Jovann i øst og Hestehei i vest. GOD TUR.",58.253549,8.010369,65,100,Medium,True,97,1104,,https://images.trimpoeng.no/activity_external_15561392224489692.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.25542436204408, ""longitude"": 7.995292324296148}, {""latitude"": 58.25591476068341, ""longitude"": 7.996145340535912}, {""latitude"": 58.25632231194049, ""longitude"": 7.996972003145917}, {""latitude"": 58.256745438317, ""longitude"": 7.9984562483482}, {""latitude"": 58.25658768808, ""longitude"": 7.9990489441096}, {""latitude"": 58.256131860516, ""longitude"": 7.9995190182401}, {""latitude"": 58.25588263909, ""longitude"": 8.0009613349296}, {""latitude"": 58.255600262297, ""longitude"": 8.0011673046975}, {""latitude"": 58.255389678534, ""longitude"": 8.0010927478913}, {""latitude"": 58.255032387901, ""longitude"": 8.0021580242329}, {""latitude"": 58.25459621761, ""longitude"": 8.0025330396503}, {""latitude"": 58.254657071121, ""longitude"": 8.0035985101393}, {""latitude"": 58.254010865147, ""longitude"": 8.0059453547007}, {""latitude"": 58.254038711393, ""longitude"": 8.0086472641015}, {""latitude"": 58.253808417935, ""longitude"": 8.0099525133767}, {""latitude"": 58.253549266726, ""longitude"": 8.0103686918801}]"
52794,Fisketjønn,"Dette er vårt nye punkt på Rogeheia. Med dette punktet har vi laget muligheten for ei fantastisk rundløype med hele 3 innsjekk. Turen har samme utgangspunkt som Lille Tempel og Eitjønn. Ca 50 m etter broa tar du rett opp til høyre. Følg tydelig sti langs Fisketjønn. Punktet ligger ved stiskille helt innerst  i Tjønna. For å få rundløype, gå opp bratt bakke og følg Venneslas fineste skogstur på sti til Eitjønn. Og så videre til lille Tempel. Bruk god tid, nyt naturen, kjenn luktene og hør fuglene.",58.303085,8.003588,100,100,Medium,True,248,1183,,https://images.trimpoeng.no/activity_external_15564809907524304.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.294792574516, ""longitude"": 7.9928526364024}, {""latitude"": 58.295770883853, ""longitude"": 7.9937623972652}, {""latitude"": 58.295947723382, ""longitude"": 7.9946104893426}, {""latitude"": 58.296337255417, ""longitude"": 7.9948172928469}, {""latitude"": 58.296706836429, ""longitude"": 7.995678245745}, {""latitude"": 58.297189517133, ""longitude"": 7.9959565479504}, {""latitude"": 58.297467714201, ""longitude"": 7.996734737803}, {""latitude"": 58.298054525097, ""longitude"": 7.997197216748}, {""latitude"": 58.29819049774, ""longitude"": 7.9975010531909}, {""latitude"": 58.298631577391, ""longitude"": 7.9974651501619}, {""latitude"": 58.298791389677, ""longitude"": 7.9979214294921}, {""latitude"": 58.299676120335, ""longitude"": 7.9986850138296}, {""latitude"": 58.299866556146, ""longitude"": 7.9992442048216}, {""latitude"": 58.300582469048, ""longitude"": 7.9995100555659}, {""latitude"": 58.300839151126, ""longitude"": 8.0005382836738}, {""latitude"": 58.301218128643, ""longitude"": 8.0011012331855}, {""latitude"": 58.301373952575, ""longitude"": 8.0010419911556}, {""latitude"": 58.301609141839, ""longitude"": 8.0012970105465}, {""latitude"": 58.302090901185, ""longitude"": 8.002439804861}, {""latitude"": 58.302637493917, ""longitude"": 8.0028588038436}, {""latitude"": 58.303085470452, ""longitude"": 8.0035876668976}]"
52795,"Sørtjønn (Ca 5,2 km)","Flott tur fra Jovann, rundt Sørtjønn og tilbake til Jovann. Flott traktorvei å gå på. Nydelig natur og den beste fuglesangen som finnes. Anbefales.",58.260394,8.051634,100,100,Medium,True,166,,,https://images.trimpoeng.no/activity_external_14936736992680312.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.259995, ""longitude"": 8.013473}, {""latitude"": 58.259495, ""longitude"": 8.017543}, {""latitude"": 58.259243, ""longitude"": 8.018144}, {""latitude"": 58.259262, ""longitude"": 8.019603}, {""latitude"": 58.258904, ""longitude"": 8.023588}, {""latitude"": 58.258923, ""longitude"": 8.024622}, {""latitude"": 58.259148, ""longitude"": 8.025642}, {""latitude"": 58.259056, ""longitude"": 8.027822}, {""latitude"": 58.258884, ""longitude"": 8.028507}, {""latitude"": 58.259026, ""longitude"": 8.032469}, {""latitude"": 58.258907, ""longitude"": 8.033254}, {""latitude"": 58.258396, ""longitude"": 8.034498}, {""latitude"": 58.25843, ""longitude"": 8.037114}, {""latitude"": 58.2579, ""longitude"": 8.040036}, {""latitude"": 58.258007, ""longitude"": 8.041483}, {""latitude"": 58.258343, ""longitude"": 8.042828}, {""latitude"": 58.258305, ""longitude"": 8.045505}, {""latitude"": 58.258457, ""longitude"": 8.047043}, {""latitude"": 58.258778, ""longitude"": 8.04836}, {""latitude"": 58.258717, ""longitude"": 8.05099}, {""latitude"": 58.259132, ""longitude"": 8.052691}, {""latitude"": 58.259129, ""longitude"": 8.053466}, {""latitude"": 58.259258, ""longitude"": 8.053716}, {""latitude"": 58.259632, ""longitude"": 8.053912}, {""latitude"": 58.260464, ""longitude"": 8.053953}, {""latitude"": 58.260567, ""longitude"": 8.052911}, {""latitude"": 58.260453878619224, ""longitude"": 8.051776885986328}]"
52796,Turstien / Vikeland Hovedgård,Utgangspunkt er Hovedgården eller Kvivollen. Flott tursti som går mellom Vikeland hovedgård og Kvivollen på Vikeland. Kort og grei tur om du vil ut på en liten kveldstur. Innsjekkingspunkt er på elvebredden ved Hovedgården,58.25,7.953227,77,50,Enkel,True,1308,,,https://images.trimpoeng.no/activity_external_15902231314964352.jpg,Trimpoeng Milevis 2021,
52797,"Thommasens Hytte (Ca 5,5 km)","Det er fin parkering ved Steinsfossen. Herfra kan du gå Venneslas stolthet; Tømmerrenna i ca 2,5 km. Her går du ut av tømmerrenna på høyre side, følger sti opp vegen der du tar til venstre. Etter ca 200m kommer du til Thommasens hytter. Dette er noen imponerende hytter/byggverk. Her har virkelig fantasien løpt løpsk. Her kan du utforske, se og la deg forbløffe over kreativiteten som er brukt. På returen følger du samme veg tilbake eller følger vegen og kommer til Kringsjå",58.318367,7.949756,75,100,Medium,True,689,,,https://images.trimpoeng.no/activity_external_15853446533573516.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.300274, ""longitude"": 7.9694805}, {""latitude"": 58.30061, ""longitude"": 7.96918}, {""latitude"": 58.301205, ""longitude"": 7.970168}, {""latitude"": 58.30139, ""longitude"": 7.969131}, {""latitude"": 58.30201, ""longitude"": 7.967925}, {""latitude"": 58.30224, ""longitude"": 7.967775}, {""latitude"": 58.304234, ""longitude"": 7.967343}, {""latitude"": 58.30579, ""longitude"": 7.966337}, {""latitude"": 58.306377, ""longitude"": 7.9664583}, {""latitude"": 58.30693, ""longitude"": 7.9663105}, {""latitude"": 58.30828, ""longitude"": 7.966697}, {""latitude"": 58.310566, ""longitude"": 7.965437}, {""latitude"": 58.311413, ""longitude"": 7.964557}, {""latitude"": 58.312183, ""longitude"": 7.9641743}, {""latitude"": 58.312817, ""longitude"": 7.963585}, {""latitude"": 58.315254, ""longitude"": 7.9599566}, {""latitude"": 58.316055, ""longitude"": 7.9580646}, {""latitude"": 58.31682, ""longitude"": 7.955803}, {""latitude"": 58.31732, ""longitude"": 7.951541}, {""latitude"": 58.317318, ""longitude"": 7.9503026}, {""latitude"": 58.317448, ""longitude"": 7.949919}, {""latitude"": 58.31772, ""longitude"": 7.9500628}, {""latitude"": 58.31786, ""longitude"": 7.949313}, {""latitude"": 58.31811, ""longitude"": 7.949125}, {""latitude"": 58.31825, ""longitude"": 7.9491944}]"
52798,Moseidvarden (Ca 8km),"Et bra startpunkt for denne turen er Smååsane hvor det er fint å parkere. Det er mulig å komme til Moseidvarden på flere måter. Vi vil anbefale å ta denne turen som en rundtur. Da går du mot Moseidtjønna, videre til Rauåna så til varden. Følg GPS spor i APP.",58.268072,7.910628,200,500,Ekstra krevende,True,1928,,,https://images.trimpoeng.no/activity_external_16189493406045366.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.26428167, ""longitude"": 7.94149}, {""latitude"": 58.264275, ""longitude"": 7.94138333}, {""latitude"": 58.26314833, ""longitude"": 7.94117}, {""latitude"": 58.261135, ""longitude"": 7.94120667}, {""latitude"": 58.26083667, ""longitude"": 7.94144167}, {""latitude"": 58.26059333, ""longitude"": 7.94258}, {""latitude"": 58.26028667, ""longitude"": 7.94281167}, {""latitude"": 58.26004667, ""longitude"": 7.94269}, {""latitude"": 58.25960667, ""longitude"": 7.94158167}, {""latitude"": 58.25906833, ""longitude"": 7.94147167}, {""latitude"": 58.25858333, ""longitude"": 7.94159833}, {""latitude"": 58.25830333, ""longitude"": 7.94143667}, {""latitude"": 58.25803833, ""longitude"": 7.94163833}, {""latitude"": 58.25713167, ""longitude"": 7.941545}, {""latitude"": 58.25725833, ""longitude"": 7.94069}, {""latitude"": 58.25713, ""longitude"": 7.94039167}, {""latitude"": 58.25679833, ""longitude"": 7.94014}, {""latitude"": 58.25638167, ""longitude"": 7.94044}, {""latitude"": 58.25610333, ""longitude"": 7.94032167}, {""latitude"": 58.25559833, ""longitude"": 7.93953333}, {""latitude"": 58.254775, ""longitude"": 7.93915167}, {""latitude"": 58.25402833, ""longitude"": 7.93841833}, {""latitude"": 58.25322667, ""longitude"": 7.93808333}, {""latitude"": 58.25310167, ""longitude"": 7.93743167}, {""latitude"": 58.252585, ""longitude"": 7.93707}, {""latitude"": 58.252365, ""longitude"": 7.936435}, {""latitude"": 58.25251333, ""longitude"": 7.93547}, {""latitude"": 58.252245, ""longitude"": 7.93434}, {""latitude"": 58.252285, ""longitude"": 7.93286}, {""latitude"": 58.25275, ""longitude"": 7.93055667}, {""latitude"": 58.25323, ""longitude"": 7.92918167}, {""latitude"": 58.253235, ""longitude"": 7.92719667}, {""latitude"": 58.253535, ""longitude"": 7.92597333}, {""latitude"": 58.253415, ""longitude"": 7.92460667}, {""latitude"": 58.25444167, ""longitude"": 7.92152333}, {""latitude"": 58.254525, ""longitude"": 7.919845}, {""latitude"": 58.254755, ""longitude"": 7.918715}, {""latitude"": 58.25509, ""longitude"": 7.91810167}, {""latitude"": 58.25575667, ""longitude"": 7.91742167}, {""latitude"": 58.25682833, ""longitude"": 7.91716333}, {""latitude"": 58.25726333, ""longitude"": 7.91720667}, {""latitude"": 58.25774667, ""longitude"": 7.91690167}, {""latitude"": 58.25803333, ""longitude"": 7.917145}, {""latitude"": 58.25826167, ""longitude"": 7.91783333}, {""latitude"": 58.25949333, ""longitude"": 7.91886667}, {""latitude"": 58.25981167, ""longitude"": 7.919335}, {""latitude"": 58.26082833, ""longitude"": 7.91967333}, {""latitude"": 58.26134, ""longitude"": 7.91943167}, {""latitude"": 58.26182333, ""longitude"": 7.91984667}, {""latitude"": 58.26187167, ""longitude"": 7.91936333}, {""latitude"": 58.260965, ""longitude"": 7.916255}, {""latitude"": 58.26063167, ""longitude"": 7.91170667}, {""latitude"": 58.26011333, ""longitude"": 7.91000833}, {""latitude"": 58.260015, ""longitude"": 7.90888667}, {""latitude"": 58.26029833, ""longitude"": 7.908775}, {""latitude"": 58.26078667, ""longitude"": 7.90940333}, {""latitude"": 58.26111833, ""longitude"": 7.91105833}, {""latitude"": 58.261345, ""longitude"": 7.91119833}, {""latitude"": 58.26144833, ""longitude"": 7.91077333}, {""latitude"": 58.261965, ""longitude"": 7.910095}, {""latitude"": 58.26219667, ""longitude"": 7.90934667}, {""latitude"": 58.26363667, ""longitude"": 7.90906}, {""latitude"": 58.26410667, ""longitude"": 7.90859833}, {""latitude"": 58.26455333, ""longitude"": 7.907445}, {""latitude"": 58.26573, ""longitude"": 7.90686167}, {""latitude"": 58.26594, ""longitude"": 7.90706667}, {""latitude"": 58.26596167, ""longitude"": 7.90762333}, {""latitude"": 58.266235, ""longitude"": 7.90794167}, {""latitude"": 58.26627667, ""longitude"": 7.90877167}, {""latitude"": 58.26667167, ""longitude"": 7.90913833}, {""latitude"": 58.26747833, ""longitude"": 7.90929333}, {""latitude"": 58.26760333, ""longitude"": 7.91007833}, {""latitude"": 58.26786333, ""longitude"": 7.91015167}, {""latitude"": 58.267935, ""longitude"": 7.91057667}, {""latitude"": 58.26800833, ""longitude"": 7.91042167}, {""latitude"": 58.268315, ""longitude"": 7.910385}, {""latitude"": 58.27033833, ""longitude"": 7.91117667}, {""latitude"": 58.271, ""longitude"": 7.911875}, {""latitude"": 58.27187333, ""longitude"": 7.91320833}, {""latitude"": 58.27203, ""longitude"": 7.91630333}, {""latitude"": 58.271855, ""longitude"": 7.91765167}, {""latitude"": 58.271365, ""longitude"": 7.91936667}, {""latitude"": 58.27134167, ""longitude"": 7.92128833}, {""latitude"": 58.27094667, ""longitude"": 7.92143333}, {""latitude"": 58.27015833, ""longitude"": 7.92210167}, {""latitude"": 58.26962667, ""longitude"": 7.92215667}, {""latitude"": 58.26951833, ""longitude"": 7.92235}, {""latitude"": 58.27019833, ""longitude"": 7.92345333}, {""latitude"": 58.27039, ""longitude"": 7.92425167}, {""latitude"": 58.27056667, ""longitude"": 7.92437333}, {""latitude"": 58.27107167, ""longitude"": 7.92431333}, {""latitude"": 58.27133833, ""longitude"": 7.924975}, {""latitude"": 58.27130833, ""longitude"": 7.92647333}, {""latitude"": 58.27097167, ""longitude"": 7.92691}, {""latitude"": 58.26955, ""longitude"": 7.92718}, {""latitude"": 58.26971833, ""longitude"": 7.92907667}, {""latitude"": 58.26956833, ""longitude"": 7.93059333}, {""latitude"": 58.268425, ""longitude"": 7.93242167}, {""latitude"": 58.26832, ""longitude"": 7.93325}, {""latitude"": 58.26843333, ""longitude"": 7.93380167}, {""latitude"": 58.26901833, ""longitude"": 7.93437833}, {""latitude"": 58.26998, ""longitude"": 7.93465167}, {""latitude"": 58.27089333, ""longitude"": 7.93456833}, {""latitude"": 58.27201333, ""longitude"": 7.93484833}, {""latitude"": 58.27254, ""longitude"": 7.93559}, {""latitude"": 58.27313167, ""longitude"": 7.93584333}, {""latitude"": 58.27321833, ""longitude"": 7.93636}, {""latitude"": 58.27307333, ""longitude"": 7.93694}, {""latitude"": 58.27270167, ""longitude"": 7.93742167}, {""latitude"": 58.27246333, ""longitude"": 7.938505}, {""latitude"": 58.27222, ""longitude"": 7.93879667}, {""latitude"": 58.27145333, ""longitude"": 7.93901}, {""latitude"": 58.27025667, ""longitude"": 7.93872833}, {""latitude"": 58.26919667, ""longitude"": 7.93950167}, {""latitude"": 58.26850833, ""longitude"": 7.93935833}, {""latitude"": 58.26675, ""longitude"": 7.93944667}, {""latitude"": 58.26609833, ""longitude"": 7.93974667}, {""latitude"": 58.26446833, ""longitude"": 7.93997}]"
52800,Strandstien i Nesane,"Venneslas nye tursti. Stien går fra sentrum, Følg sykkelstien mot Nesane til du ser turstien på venstre side, Stien går langs elva, og ender ved Kuleberget.
Her er det en kjempeflott badeplass. Det er viktig at dere parkerer i sentrum og ikke innover Nesvegen",58.274616,7.960703,50,75,Enkel,True,2583,,,https://images.trimpoeng.no/activity_external_15564798644391814.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.269155700108, ""longitude"": 7.9710900794734}, {""latitude"": 58.269417668122, ""longitude"": 7.971230767842}, {""latitude"": 58.269211236602, ""longitude"": 7.9715029129879}, {""latitude"": 58.268714008747, ""longitude"": 7.9713650539849}, {""latitude"": 58.268535008586, ""longitude"": 7.9710022695152}, {""latitude"": 58.269667709864, ""longitude"": 7.9682948271859}, {""latitude"": 58.270719346783, ""longitude"": 7.9671517342505}, {""latitude"": 58.271338863174, ""longitude"": 7.9656434603257}, {""latitude"": 58.272262480634, ""longitude"": 7.964208461656}, {""latitude"": 58.272434518586, ""longitude"": 7.9625450000155}, {""latitude"": 58.272432150952, ""longitude"": 7.9599856698577}, {""latitude"": 58.272583100103, ""longitude"": 7.9597691083572}, {""latitude"": 58.272990659991, ""longitude"": 7.959881394856}, {""latitude"": 58.273833570082, ""longitude"": 7.9607972024265}, {""latitude"": 58.27437981762, ""longitude"": 7.9611440713781}, {""latitude"": 58.27461328747073, ""longitude"": 7.9607030556911695}]"
52801,Bjønnåsen,"Kjør opp Erkleivvegen, etter ca 1 km kommer du til en veg på høyre side. Dette er utgangspunktet for turen. Ta første veg til høyre, så er det bare å følge stien. GPS spor i appen viser at det er mulig å gjøre dette til en rundtur.
Alternativ rute er som beskrevet fra Postgården.
Parker ved Postgården (Graslia). Følg vegen innover Graslijordet til du finner du stien opp under heia. Du følger så bekken oppover et stykke. Rett før du kommer til toppen, tar du smal sti som går bratt opp til venstre. Følg den rett frem. Etter to tre hundre meter kan du svinge innom den lille toppen du ser til venstre langs stien. Her har du en fin utsikt over Graslia. Gå tilbake på stien og gå rett frem. Ta til høyre i et lite stikryss og rett etter finner du den store helleren på venstre hånd. Gå tilbake til stien og fortsett rett frem opp bratt bakke. Følg stien mot øverste punkt på Bjønnåsen. På toppen blir du belønnet med en fantastisk utsikt over bygda vår. 
Kilde UT.no, der finner du også kart og utvidet beskrivelse",58.268479,7.979389,61,100,Medium,True,1043,,,https://images.trimpoeng.no/activity_external_14621164607707364.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.269185, ""longitude"": 7.98553667}, {""latitude"": 58.26923333, ""longitude"": 7.984425}, {""latitude"": 58.26970333, ""longitude"": 7.98396833}, {""latitude"": 58.27069167, ""longitude"": 7.98232833}, {""latitude"": 58.27061167, ""longitude"": 7.98059833}, {""latitude"": 58.27034667, ""longitude"": 7.98047333}, {""latitude"": 58.27006, ""longitude"": 7.97989667}, {""latitude"": 58.26980833, ""longitude"": 7.98045167}, {""latitude"": 58.268715, ""longitude"": 7.98055167}, {""latitude"": 58.26838667, ""longitude"": 7.97929667}, {""latitude"": 58.26830667, ""longitude"": 7.97984167}, {""latitude"": 58.26875667, ""longitude"": 7.982125}, {""latitude"": 58.26858333, ""longitude"": 7.98219833}, {""latitude"": 58.26804333, ""longitude"": 7.98196833}, {""latitude"": 58.26777667, ""longitude"": 7.98153833}, {""latitude"": 58.267495, ""longitude"": 7.98191333}, {""latitude"": 58.267395, ""longitude"": 7.98297167}, {""latitude"": 58.26789333, ""longitude"": 7.98427167}, {""latitude"": 58.26865167, ""longitude"": 7.983915}, {""latitude"": 58.268955, ""longitude"": 7.98398333}, {""latitude"": 58.26936, ""longitude"": 7.98565833}]"
52802,Grillhytta Kostøl (Ca 5 km),"Utgangspunkt for turen er Kostøl. Parker ved bommen og følg vegen ca 1 km. Ta deretter til høyre på skogsbilvei. Turen har en ganske så tøff stigning i starten. Når du kommer opp mot toppen og tar inn stien mot Grillhytta, så må du over et juv. Her er det bygget en imponerende hengebro. Litt utfordrende for noen kanskje, men utrolig fasinerende for de fleste. Herfra ser du også Grillhytta som er åpen for alle. Ta med grillmat/kikkert og kos deg med en fantastisk utsikt. Her ser du Kristiansand og langt utover sjøen. Anbefales",58.224356,7.992962,43,100,Medium,True,138,,,https://images.trimpoeng.no/activity_external_14931384176904943.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.222079761326, ""longitude"": 8.0262684915215}, {""latitude"": 58.222062243149, ""longitude"": 8.0253653414547}, {""latitude"": 58.221549941227, ""longitude"": 8.0235599633306}, {""latitude"": 58.221230758354, ""longitude"": 8.0214478913695}, {""latitude"": 58.221273170784, ""longitude"": 8.020355058834}, {""latitude"": 58.221060018986, ""longitude"": 8.0196396633983}, {""latitude"": 58.220991035923, ""longitude"": 8.0160811264068}, {""latitude"": 58.221183735877, ""longitude"": 8.0155353806913}, {""latitude"": 58.221216928214, ""longitude"": 8.0143495928496}, {""latitude"": 58.221051134169, ""longitude"": 8.0116200260818}, {""latitude"": 58.22126143612, ""longitude"": 8.0101664364338}, {""latitude"": 58.220905540511, ""longitude"": 8.0049654655159}, {""latitude"": 58.221217095852, ""longitude"": 8.0017523467541}, {""latitude"": 58.221036382019, ""longitude"": 8.0003060493618}, {""latitude"": 58.221108885482, ""longitude"": 7.9997865390033}, {""latitude"": 58.221620265394, ""longitude"": 8.0005050357431}, {""latitude"": 58.221767954528, ""longitude"": 8.0004528164864}, {""latitude"": 58.222004072741, ""longitude"": 7.9995436314493}, {""latitude"": 58.222668422386, ""longitude"": 7.9988848976791}, {""latitude"": 58.22339261882, ""longitude"": 7.9970203433186}, {""latitude"": 58.224726431072, ""longitude"": 7.9960344638675}, {""latitude"": 58.224915778264, ""longitude"": 7.9956236667931}, {""latitude"": 58.224757527933, ""longitude"": 7.9935793206096}, {""latitude"": 58.224475057796, ""longitude"": 7.9931011330336}, {""latitude"": 58.224360143626406, ""longitude"": 7.992973392829299}]"
52803,"Storhei (ca 3,6 km)","Flott tur til forlatt gårdsbruk. Turen går stort sett på skogsvei.
Fra Kommunens Kulturminneplan: Gårdsanlegg, Storhei i Hægeland. Gnr/bnr 74/1
Gårdsanlegget består av våningshus og uthus, som er bygd ca. 1830. Våningshuset består av blant annet en
årestue, men taket er tettet igjen. Bygningene er i dårlig stand, spesielt uthuset (er nå ramlet ned). Men de har
høy autentisitet. Uthuset har høy verdi sammen med våningshuset/årestua.",58.366619,7.818822,100,200,Krevende,True,92,1663,,https://images.trimpoeng.no/activity_external_15867196234685854.jpg,Trimpoeng Milevis 2021,"[{""latitude"": 58.36119289852, ""longitude"": 7.7996604862826}, {""latitude"": 58.360821324093, ""longitude"": 7.8017866712973}, {""latitude"": 58.361498070562, ""longitude"": 7.8030532859992}, {""latitude"": 58.361526986725, ""longitude"": 7.8040078059206}, {""latitude"": 58.36076139518, ""longitude"": 7.8071885358415}, {""latitude"": 58.360463178993, ""longitude"": 7.8077905511601}, {""latitude"": 58.359777996716, ""longitude"": 7.8085713713081}, {""latitude"": 58.360596412397, ""longitude"": 7.8090458507002}, {""latitude"": 58.360968110408, ""longitude"": 7.810192381631}, {""latitude"": 58.361305192132, ""longitude"": 7.8104413308487}, {""latitude"": 58.361821411683, ""longitude"": 7.8116367510277}, {""latitude"": 58.362443637037, ""longitude"": 7.8117315137315}, {""latitude"": 58.362874833326, ""longitude"": 7.8131542566221}, {""latitude"": 58.363448588493, ""longitude"": 7.8137118689659}, {""latitude"": 58.363996086256, ""longitude"": 7.814669360817}, {""latitude"": 58.364915232464, ""longitude"": 7.8150203877069}, {""latitude"": 58.365161820863, ""longitude"": 7.8162255410209}, {""latitude"": 58.365443104151, ""longitude"": 7.816376311012}, {""latitude"": 58.366011507632, ""longitude"": 7.8171407048516}, {""latitude"": 58.366257810126, ""longitude"": 7.8184663970774}, {""latitude"": 58.366531821519, ""longitude"": 7.8186760119544}]"
